cpg,d_AIBL,d_AddNeuroMed,concordant_strong,mean_abs_d,CHR,MAPINFO
cg01730834,0.089459,0.130571,False,0.110015,16,1819399.0
cg01733904,-0.211694,-0.092283,False,0.151988,13,109840698.0
cg01738164,0.075122,-0.032834,False,0.053978,14,89681159.0
cg01739725,0.113667,0.198692,False,0.156179,14,37602188.0
cg01754267,-0.161742,-0.092377,False,0.127059,12,57235457.0
cg01758942,0.134091,0.018637,False,0.076364,3,52517058.0
cg01760983,0.008619,0.261765,False,0.135192,22,17107081.0
cg01765152,-0.183360,0.110872,False,0.147116,8,127993280.0
cg01765930,-0.022285,0.116592,False,0.069439,22,37485384.0
cg01767053,0.168478,0.151879,False,0.160179,16,85645278.0
cg01768686,-0.053739,0.062902,False,0.058321,17,4433816.0
cg01770400,0.030245,0.485390,False,0.257817,1,173917347.0
cg01771850,0.138590,-0.000236,False,0.069413,17,82889261.0
cg01773515,-0.036167,-0.179161,False,0.107664,19,7519794.0
cg01774027,-0.174709,-0.299733,False,0.237221,19,947712.0
cg01783662,0.050103,0.065867,False,0.057985,3,181724888.0
cg01787084,-0.223052,-0.044390,False,0.133721,16,87337491.0
cg01794103,0.020325,0.005660,False,0.012992,15,78050152.0
cg01797036,-0.217251,0.096110,False,0.156680,12,124466392.0
cg01797371,-0.104569,-0.421859,False,0.263214,3,195851369.0
cg01799671,-0.247578,0.035487,False,0.141532,16,81527147.0
cg01808739,-0.258144,-0.015045,False,0.136595,1,93447245.0
cg01813071,-0.052907,-0.059225,False,0.056066,11,102530885.0
cg01816936,-0.138455,-0.079880,False,0.109167,12,123034341.0
cg01817067,0.063916,0.074813,False,0.069365,12,117189418.0
cg01818776,-0.178882,-0.053400,False,0.116141,8,25345394.0
cg01819912,0.323712,0.041172,False,0.182442,1,235408708.0
cg01822420,0.025036,0.129459,False,0.077248,16,85972075.0
cg01832672,-0.140757,0.047726,False,0.094241,12,122874036.0
cg01833470,-0.140124,-0.004397,False,0.072260,1,35804609.0
cg01833755,0.080303,0.107933,False,0.094118,14,89423028.0
cg01842321,-0.141215,-0.122248,False,0.131731,6,31055815.0
cg01843506,-0.024657,-0.032918,False,0.028788,3,32951673.0
cg01854776,-0.008960,-0.177649,False,0.093304,2,234995722.0
cg01859528,0.187776,-0.172260,False,0.180018,14,89857357.0
cg01860693,0.053092,-0.112821,False,0.082957,5,140177560.0
cg01870976,-0.077773,0.021899,False,0.049836,15,101346949.0
cg01879083,-0.079773,0.311078,False,0.195426,5,10305919.0
cg01880399,-0.133833,-0.023295,False,0.078564,4,186669425.0
cg01886125,-0.027146,-0.033887,False,0.030516,2,109437574.0
cg01886810,0.014404,0.106867,False,0.060636,X,47222289.0
cg01886855,-0.086028,-0.107901,False,0.096965,21,42366888.0
cg01896804,0.193626,0.032103,False,0.112865,6,135881959.0
cg01898377,-0.038942,-0.190179,False,0.114560,20,50343735.0
cg01898817,0.020306,-0.110606,False,0.065456,8,22757031.0
cg01899355,0.088635,0.151366,False,0.120001,2,61691060.0
cg01899540,-0.127797,-0.150545,False,0.139171,20,36460551.0
cg01903374,0.118336,0.317676,False,0.218006,1,151157368.0
cg01915642,0.152095,0.085274,False,0.118685,20,13577683.0
cg01917209,0.098942,0.173892,False,0.136417,3,49901288.0
cg01919011,-0.009977,-0.231002,False,0.120489,14,75469965.0
cg01924223,0.128158,0.120077,False,0.124117,8,42175980.0
cg01924952,-0.186722,0.083198,False,0.134960,2,8487803.0
cg01926646,-0.088470,-0.259694,False,0.174082,7,11636304.0
cg01927373,0.099991,0.130720,False,0.115356,4,81486730.0
cg01937819,-0.161775,-0.104465,False,0.133120,9,127853831.0
cg01940181,0.197153,-0.101377,False,0.149265,1,3219148.0
cg01942646,0.108768,0.342187,False,0.225478,1,26914203.0
cg01951274,-0.044834,0.061161,False,0.052998,17,58332157.0
cg01961086,0.118853,-0.116194,False,0.117523,1,3169923.0
cg01964852,0.091371,0.009727,False,0.050549,7,27106643.0
cg01973181,0.111358,0.021891,False,0.066624,12,123952257.0
cg01974478,0.315308,0.115800,False,0.215554,7,4739681.0
cg01979888,-0.076475,0.048087,False,0.062281,12,6556258.0
cg01985595,0.168061,0.165158,False,0.166609,6,136158363.0
cg01987353,-0.225644,-0.135983,False,0.180813,17,34242621.0
cg01988009,0.035320,-0.095241,False,0.065280,19,50378252.0
cg01988891,0.091705,-0.036652,False,0.064179,12,54364600.0
cg01989521,0.087165,-0.056953,False,0.072059,14,103055675.0
cg01992464,0.082682,-0.092675,False,0.087678,16,89847360.0
cg01995393,-0.072484,0.054215,False,0.063350,19,8498744.0
cg02001279,-0.133382,0.122539,False,0.127960,19,940967.0
cg02003183,0.088421,0.262312,False,0.175366,14,102949545.0
cg02003272,0.114557,-0.028939,False,0.071748,13,50128583.0
cg02003457,-0.104905,-0.055676,False,0.080290,7,43249905.0
cg02007434,0.120750,-0.024589,False,0.072669,10,96451047.0
cg02012974,-0.257412,-0.154719,False,0.206065,3,66442568.0
cg02016178,0.006236,0.093364,False,0.049800,16,3578415.0
cg02016467,0.164969,-0.200221,False,0.182595,16,751549.0
cg02023138,0.128303,0.049029,False,0.088666,12,51308195.0
cg02026535,-0.114980,0.046456,False,0.080718,19,7515331.0
cg02030929,0.175795,-0.086700,False,0.131248,16,29664682.0
cg02032299,0.067313,0.050779,False,0.059046,16,87507638.0
cg02035605,-0.054152,0.022450,False,0.038301,12,1616701.0
cg02044895,-0.031901,0.030051,False,0.030976,11,58575845.0
cg02046562,-0.158487,0.144877,False,0.151682,3,58214294.0
cg02046665,0.089416,0.174997,False,0.132206,2,63046549.0
cg02052531,0.215370,0.060454,False,0.137912,5,82397076.0
cg02053092,0.124154,0.107207,False,0.115680,6,118899263.0
cg02053964,-0.192800,0.069072,False,0.130936,12,124466238.0
cg02055988,0.062575,-0.021923,False,0.042249,22,31275716.0
cg02057688,0.003532,0.008591,False,0.006061,6,2697524.0
cg02059317,-0.100109,0.020251,False,0.060180,16,88958103.0
cg02061173,-0.040334,-0.165205,False,0.102770,5,78509732.0
cg02062466,0.139936,0.017908,False,0.078922,12,105318529.0
cg02066184,-0.029814,0.086899,False,0.058357,7,16801880.0
cg02069524,0.102326,-0.160415,False,0.131371,10,1188392.0
cg02075410,0.041470,-0.164952,False,0.103211,4,150582986.0
cg02077068,0.115963,-0.046942,False,0.081452,16,19860918.0
cg02084214,0.091757,-0.008967,False,0.050362,6,15243692.0
cg02086166,0.071841,0.034418,False,0.053129,12,5666452.0
cg02086790,-0.004969,-0.062136,False,0.033552,16,325327.0
cg02088785,0.103783,0.054476,False,0.079130,13,98571082.0
cg02094283,-0.036005,-0.092815,False,0.064410,11,114294973.0
cg02095290,-0.103754,-0.044649,False,0.074201,11,16987348.0
cg02097616,0.049884,0.058663,False,0.054274,17,64679803.0
cg02099418,-0.088220,-0.102205,False,0.095212,2,203706423.0
cg02100011,0.207845,0.095463,False,0.151654,22,38239767.0
cg02111655,-0.057584,-0.207788,False,0.132686,10,30049317.0
cg02116283,-0.139734,-0.296730,False,0.218232,2,111221742.0
cg02116612,-0.137720,0.070806,False,0.104263,3,127823545.0
cg02119693,0.006788,0.094747,False,0.050768,2,191296416.0
cg02126031,0.139827,0.059649,False,0.099738,14,54219598.0
cg02126235,-0.043997,0.160635,False,0.102316,14,94388697.0
cg02127509,-0.125144,-0.037029,False,0.081086,6,135195798.0
cg02131870,0.108866,0.168124,False,0.138495,7,101942379.0
cg02136622,0.119100,-0.065367,False,0.092233,13,95159677.0
cg02153681,0.102079,0.032347,False,0.067213,2,20515058.0
cg02157894,-0.133976,-0.022856,False,0.078416,12,53601720.0
cg02159996,-0.220896,-0.259156,True,0.240026,6,89217514.0
cg02167021,0.159391,0.273585,False,0.216488,3,121660944.0
cg02174092,-0.010045,-0.080904,False,0.045474,10,43351091.0
cg02184413,-0.042360,-0.079724,False,0.061042,6,132714096.0
cg02185248,-0.131082,0.079003,False,0.105042,17,80774694.0
cg02192520,0.191622,0.072530,False,0.132076,12,55720371.0
cg02193861,0.098851,-0.034775,False,0.066813,10,16780713.0
cg02195995,0.201421,0.043818,False,0.122619,7,18385662.0
cg02202923,0.119966,-0.136445,False,0.128205,10,133226746.0
cg02205445,0.105821,0.185218,False,0.145519,2,143890975.0
cg02212575,0.066320,0.131723,False,0.099022,3,157120614.0
cg02215611,-0.127373,0.098472,False,0.112922,16,67885062.0
cg02216731,-0.048609,-0.191068,False,0.119839,16,751936.0
cg02219607,0.087109,0.114507,False,0.100808,4,69639032.0
cg02219878,-0.209152,-0.291499,True,0.250326,3,184335438.0
cg02228042,0.049257,0.066717,False,0.057987,7,105962986.0
cg02237342,-0.191849,-0.204109,False,0.197979,22,24427551.0
cg02242345,-0.063951,-0.143510,False,0.103730,16,66904885.0
cg02244175,-0.331855,-0.410985,True,0.371420,5,95843036.0
cg02246426,0.004693,0.109723,False,0.057208,8,96150203.0
cg02254879,0.215396,-0.031251,False,0.123324,16,50035543.0
cg02261047,-0.136744,-0.168030,False,0.152387,16,85928576.0
cg02261780,0.134277,0.124639,False,0.129458,19,3097730.0
cg02262553,-0.319743,-0.319923,True,0.319833,4,86928098.0
cg02264733,0.063033,-0.289777,False,0.176405,16,538086.0
cg02268561,0.134013,-0.150271,False,0.142142,10,15170067.0
cg02278841,-0.201236,0.054091,False,0.127663,15,38696659.0
cg02279471,0.169016,0.079053,False,0.124035,1,95184474.0
cg02286506,0.079990,0.172101,False,0.126046,2,109032475.0
cg02287007,-0.109907,-0.125217,False,0.117562,6,166463550.0
cg02289040,-0.020204,-0.172400,False,0.096302,1,177970411.0
cg02297709,-0.156085,-0.219130,False,0.187607,1,160189880.0
cg02305471,0.109022,0.037826,False,0.073424,19,16015536.0
cg02306995,0.058289,0.170949,False,0.114619,3,122916202.0
cg02307277,-0.016592,0.114252,False,0.065422,6,150368989.0
cg02309655,0.134481,0.134360,False,0.134421,19,2588631.0
cg02310645,-0.070288,-0.064764,False,0.067526,15,59231810.0
cg02322889,0.058057,0.032104,False,0.045081,4,25099652.0
cg02326386,-0.097987,-0.005249,False,0.051618,19,2085287.0
cg02328807,-0.104362,0.031028,False,0.067695,16,75235666.0
cg02329494,0.181490,0.061257,False,0.121374,12,104886350.0
cg02341559,0.188685,-0.333591,False,0.261138,1,67137491.0
cg02344497,0.167259,0.162203,False,0.164731,3,27431337.0
cg02349468,0.091635,0.156610,False,0.124123,5,1093546.0
cg02351277,-0.194545,-0.075758,False,0.135151,3,177679992.0
cg02352281,-0.350224,-0.272232,True,0.311228,3,46097813.0
cg02355558,0.038124,-0.062824,False,0.050474,3,37936242.0
cg02360367,-0.109202,-0.102992,False,0.106097,1,2248588.0
cg02360445,0.080201,0.079804,False,0.080003,10,21509328.0
cg02362020,-0.127941,-0.220365,False,0.174153,6,31534638.0
cg02365900,0.009865,-0.032308,False,0.021087,17,83092286.0
cg02367921,-0.121383,-0.320342,False,0.220862,1,40038857.0
cg02368469,0.104143,-0.006872,False,0.055507,11,69542799.0
cg02378074,0.290216,0.137912,False,0.214064,22,46338815.0
cg02381279,-0.180363,-0.093817,False,0.137090,19,16283555.0
cg02383368,0.003279,-0.004319,False,0.003799,19,7619582.0
cg02389084,0.128570,0.209154,False,0.168862,7,26363634.0
cg02390801,-0.117605,0.142713,False,0.130159,15,74236224.0
cg02394186,-0.102736,0.227280,False,0.165008,1,6028490.0
cg02395280,-0.241456,-0.137655,False,0.189555,15,69314257.0
cg02397720,-0.015167,0.388735,False,0.201951,2,237603764.0
cg02402946,-0.260070,-0.089550,False,0.174810,13,20460940.0
cg02405193,-0.217543,-0.326092,True,0.271818,16,3589838.0
cg02406098,0.330054,0.113791,False,0.221923,3,32869863.0
cg02410867,0.025997,0.003188,False,0.014593,19,16088033.0
cg02412684,0.170383,0.076394,False,0.123389,10,121594680.0
cg02413187,0.113035,0.188038,False,0.150536,19,1356270.0
cg02417408,0.030304,0.089625,False,0.059965,3,52246672.0
cg02419321,-0.046768,-0.029670,False,0.038219,12,54417978.0
cg02420724,0.018446,-0.126864,False,0.072655,2,189180257.0
cg02423000,0.140334,0.082504,False,0.111419,5,601453.0
cg02424670,0.076697,0.049536,False,0.063117,X,47225002.0
cg02426324,-0.074341,-0.066744,False,0.070542,7,40640855.0
cg02426414,-0.077756,0.005451,False,0.041604,17,18362619.0
cg02439077,-0.008711,0.135769,False,0.072240,10,70442459.0
cg02441103,0.099506,-0.136899,False,0.118203,5,134255518.0
cg02455346,0.028182,-0.168582,False,0.098382,1,220882059.0
cg02459416,-0.003013,-0.022438,False,0.012726,17,7854938.0
cg02470008,-0.289683,-0.252931,True,0.271307,7,2608709.0
cg02478828,0.129883,-0.091926,False,0.110904,2,73926068.0
cg02482497,0.058890,-0.156238,False,0.107564,1,153638196.0
cg02483911,0.158540,0.032442,False,0.095491,17,3829330.0
cg02485328,0.050412,-0.055794,False,0.053103,5,159095595.0
cg02485642,0.016951,-0.193263,False,0.105107,16,782958.0
cg02486253,-0.021931,-0.215310,False,0.118620,17,57045467.0
cg02497019,-0.234220,0.121200,False,0.177710,3,49133910.0
cg02501473,0.130643,-0.023556,False,0.077100,3,190191951.0
cg02502704,0.143964,-0.202493,False,0.173228,10,35124677.0
cg02503763,-0.024190,-0.044263,False,0.034227,3,127823543.0
cg02506767,-0.067614,-0.172615,False,0.120114,2,163609430.0
cg02506867,-0.052080,-0.137411,False,0.094746,16,68087142.0
cg02512860,0.062379,-0.061199,False,0.061789,7,101237470.0
cg02519948,-0.141941,0.403807,False,0.272874,5,15936649.0
cg02522196,-0.130420,0.039543,False,0.084981,12,43832590.0
cg02523585,0.036323,-0.160656,False,0.098490,2,191364519.0
cg02524983,-0.018034,0.070341,False,0.044187,3,188295130.0
cg02526838,-0.076761,-0.117751,False,0.097256,5,57435425.0
cg02533339,-0.099458,0.160221,False,0.129839,16,14309183.0
cg02537838,-0.064861,-0.173319,False,0.119090,20,62427539.0
cg02538070,0.265966,-0.140920,False,0.203443,20,36464290.0
cg02539809,0.180517,-0.115746,False,0.148132,7,121084992.0
cg02540781,-0.034470,0.246049,False,0.140259,5,850630.0
cg02543462,-0.421884,-0.558894,True,0.490389,2,113127539.0
cg02548912,0.174311,0.349017,False,0.261664,6,7362185.0
cg02551743,-0.055714,-0.060517,False,0.058115,2,66446296.0
cg02552250,-0.145760,0.163499,False,0.154629,13,48492732.0
cg02556649,0.060175,-0.001660,False,0.030918,11,1924334.0
cg02560408,0.106231,0.102186,False,0.104208,10,60997728.0
cg02561014,-0.184572,0.118310,False,0.151441,2,163610214.0
cg02562005,0.065991,0.047648,False,0.056819,5,150527904.0
cg02563407,-0.185315,-0.094093,False,0.139704,11,269468.0
cg02566978,0.055336,0.305531,False,0.180434,15,74783910.0
cg02567476,-0.020829,-0.101571,False,0.061200,2,102473618.0
cg02570643,0.021651,0.180857,False,0.101254,5,78235649.0
cg02580005,-0.022535,-0.131830,False,0.077182,4,150583035.0
cg02583618,-0.077329,-0.112702,False,0.095016,16,54374078.0
cg02586212,0.122988,-0.045652,False,0.084320,1,192575772.0
cg02597698,0.015403,0.165576,False,0.090490,22,30266998.0
cg02606840,-0.314088,-0.313047,True,0.313567,2,98664467.0
cg02609337,-0.187682,0.205061,False,0.196372,8,133547077.0
cg02610227,0.100921,-0.076664,False,0.088793,19,38311013.0
cg02621481,0.084665,-0.151378,False,0.118021,13,50357700.0
cg02621779,0.216539,0.189000,False,0.202770,19,42193925.0
cg02627991,-0.069263,-0.090028,False,0.079646,7,74617726.0
cg02633363,0.045487,-0.067087,False,0.056287,5,150526617.0
cg02633729,0.148631,-0.036369,False,0.092500,1,172144366.0
cg02637352,-0.202503,-0.015547,False,0.109025,5,149581973.0
cg02639667,0.123557,-0.212164,False,0.167860,5,154712761.0
cg02647835,0.033070,-0.174065,False,0.103567,17,81994985.0
cg02650401,0.155683,-0.117886,False,0.136784,3,181723713.0
cg02657012,-0.063830,0.144097,False,0.103963,6,32845188.0
cg02658330,0.094996,-0.065465,False,0.080230,3,58667866.0
cg02658488,-0.089525,-0.239237,False,0.164381,20,31475227.0
cg02664205,-0.034114,0.195553,False,0.114834,6,135850514.0
cg02670123,0.097140,-0.024726,False,0.060933,2,172465667.0
cg02679662,0.162697,0.079914,False,0.121306,5,131681009.0
cg02681040,0.072427,0.040177,False,0.056302,11,3218971.0
cg02689640,0.130454,-0.132624,False,0.131539,13,111853813.0
cg02691393,-0.064081,0.009750,False,0.036915,2,134360003.0
cg02693607,0.041710,-0.112562,False,0.077136,7,27110979.0
cg02695074,-0.040543,-0.058303,False,0.049423,19,51501816.0
cg02697979,-0.021068,0.210583,False,0.115825,11,34243814.0
cg02709032,-0.052440,0.173219,False,0.112829,19,33208777.0
cg02710090,0.158752,-0.089264,False,0.124008,1,207051783.0
cg02710534,0.170788,-0.139207,False,0.154998,5,141846054.0
cg02711020,0.007946,-0.054230,False,0.031088,18,9887997.0
cg02712474,-0.084606,-0.248778,False,0.166692,2,151264273.0
cg02716776,0.199924,0.115437,False,0.157681,19,3178415.0
cg02722633,-0.180526,-0.174403,False,0.177464,5,142801053.0
cg02726291,-0.278655,-0.326944,True,0.302799,3,129060753.0
cg02729303,-0.138683,0.194665,False,0.166674,5,16508811.0
cg02734358,-0.089731,-0.184390,False,0.137061,4,89305923.0
cg02736228,-0.084364,-0.226107,False,0.155235,1,204377515.0
cg02742281,0.061319,-0.238085,False,0.149702,16,2977576.0
cg02743878,-0.152506,-0.074771,False,0.113639,2,169080584.0
cg02753404,0.148123,0.046487,False,0.097305,15,94715722.0
cg02756056,0.082859,0.194548,False,0.138704,6,32845805.0
cg02768721,0.014139,0.384855,False,0.199497,7,158428678.0
cg02776283,-0.252156,-0.110990,False,0.181573,2,219209809.0
cg02779037,-0.002971,0.250739,False,0.126855,7,4809052.0
cg02787737,-0.233998,0.044638,False,0.139318,11,134058451.0
cg02794695,0.157159,0.084430,False,0.120794,8,133060366.0
cg02795014,0.056513,-0.027806,False,0.042159,17,79020071.0
cg02797195,0.135681,0.087587,False,0.111634,21,41765514.0
cg02798280,-0.014996,-0.127989,False,0.071493,19,38596495.0
cg02803819,-0.034401,0.018511,False,0.026456,7,27101448.0
cg02815538,0.178493,-0.021950,False,0.100222,1,111279872.0
cg02816348,0.078245,0.051443,False,0.064844,15,33308053.0
cg02821871,-0.118338,-0.020220,False,0.069279,19,48630341.0
cg02825630,-0.018109,0.107118,False,0.062614,3,59661134.0
cg02827029,-0.003375,-0.008485,False,0.005930,12,121453104.0
cg02827061,0.106279,-0.051784,False,0.079031,17,50189878.0
cg02827572,0.199142,-0.044390,False,0.121766,6,34598468.0
cg02830467,-0.160432,0.154151,False,0.157291,6,152697586.0
cg02831955,0.050046,0.098448,False,0.074247,19,42443345.0
cg02836478,-0.017029,0.038816,False,0.027922,17,48575139.0
cg02836764,0.158989,-0.233538,False,0.196264,10,132685860.0
cg02844611,0.024437,0.111926,False,0.068181,3,183556106.0
cg02846431,-0.111004,-0.044892,False,0.077948,4,3524958.0
cg02852025,-0.295566,0.161331,False,0.228449,7,50308578.0
cg02859421,0.059728,0.158534,False,0.109131,19,3465073.0
cg02861056,-0.298273,0.003285,False,0.150779,2,68365213.0
cg02870676,0.022693,0.022000,False,0.022347,18,58221600.0
cg02874145,-0.071251,-0.074000,False,0.072626,7,73832076.0
cg02886263,-0.049604,0.304254,False,0.176929,16,14309287.0
cg02889774,-0.141329,-0.202566,False,0.171948,8,21967044.0
cg02893550,-0.164011,0.068776,False,0.116393,16,89053010.0
cg02905744,0.069593,-0.028807,False,0.049200,8,128983256.0
cg02906741,0.255683,-0.126447,False,0.191065,3,30582054.0
cg02906939,-0.051182,-0.193374,False,0.122278,2,137963745.0
cg02909176,0.271400,0.011341,False,0.141371,13,112772029.0
cg02914097,0.184048,0.242871,False,0.213459,3,31077456.0
cg02914427,0.104697,0.018637,False,0.061667,16,29662863.0
cg02923669,0.249097,0.146018,False,0.197558,3,44470221.0
cg02923856,-0.029580,-0.137599,False,0.083589,3,23947633.0
cg02925240,0.112214,-0.294088,False,0.203151,7,157700352.0
cg02926868,0.096209,0.205787,False,0.150998,11,66607292.0
cg02927821,0.043319,-0.130915,False,0.087117,17,41060425.0
cg02928476,0.043115,-0.014769,False,0.028942,7,98682070.0
cg02935132,-0.184713,-0.137144,False,0.160929,2,233060079.0
cg02937491,0.127537,0.055066,False,0.091302,18,58221558.0
cg02943050,0.006138,0.202450,False,0.104294,3,170760079.0
cg02944007,0.055740,-0.210535,False,0.133137,17,81647769.0
cg02947498,0.075046,0.098134,False,0.086590,14,89673222.0
cg02947862,-0.234792,-0.147841,False,0.191316,10,128181111.0
cg02950608,0.247771,-0.013194,False,0.130483,18,77688764.0
cg02956248,-0.017686,-0.263987,False,0.140836,6,32153124.0
cg02966200,0.070704,0.178635,False,0.124670,2,224001766.0
cg02968918,0.056648,0.020612,False,0.038630,4,183987388.0
cg02977388,0.137897,0.229216,False,0.183557,10,88493858.0
cg02977954,-0.180348,0.234702,False,0.207525,1,52905696.0
cg02980499,0.009228,-0.068171,False,0.038699,10,96272207.0
cg02981092,0.115279,0.113529,False,0.114404,3,57557772.0
cg02990330,-0.063238,0.079881,False,0.071560,1,43285833.0
