cpg_id,PT,POD,DCT,TAL,PC,CNT_IC,PEC,FIB,EC,Myeloid,B
cg00828709,0.581246,0.581246,0.581246,0.581246,0.581246,0.581246,0.581246,0.581246,0.581246,0.935121,0.581246
cg00831237,0.799662,0.799662,0.799662,0.799662,0.075572,0.799662,0.799662,0.799662,0.799662,0.799662,0.799662
cg00838337,0.046579,0.046579,0.046579,0.046579,0.046579,0.046579,0.046579,0.046579,0.046579,0.046579,0.266142
cg00839844,0.051308,0.051308,0.051308,0.051308,0.051308,0.051308,0.051308,0.051308,0.051308,0.283077,0.051308
cg00839873,0.712554,0.712554,0.712554,0.712554,0.712554,0.712554,0.712554,0.712554,0.712554,0.712554,0.380197
cg00841988,0.576365,0.576365,0.576365,0.576365,0.576365,0.576365,0.576365,0.576365,0.255857,0.576365,0.576365
cg00842549,0.554959,0.554959,0.554959,0.247903,0.554959,0.554959,0.554959,0.554959,0.554959,0.554959,0.554959
cg00842687,0.842701,0.842701,0.842701,0.842701,0.842701,0.842701,0.842701,0.842701,0.842701,0.842701,0.542639
cg00843416,0.501544,0.501544,0.501544,0.501544,0.501544,0.501544,0.501544,0.501544,0.09129,0.501544,0.501544
cg00843634,0.720907,0.720907,0.720907,0.720907,0.720907,0.720907,0.720907,0.720907,0.324359,0.720907,0.720907
cg00847868,0.111416,0.111416,0.533925,0.111416,0.111416,0.111416,0.111416,0.111416,0.111416,0.111416,0.111416
cg00853103,0.283787,0.283787,0.283787,0.283787,0.283787,0.283787,0.283787,0.283787,0.283787,0.283787,0.522432
cg00853964,0.082909,0.082909,0.082909,0.082909,0.082909,0.082909,0.082909,0.082909,0.082909,0.082909,0.309581
cg00859574,0.673576,0.880113,0.880113,0.880113,0.880113,0.880113,0.880113,0.880113,0.880113,0.880113,0.880113
cg00859858,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.015041
cg00862408,0.745547,0.745547,0.745547,0.745547,0.745547,0.745547,0.745547,0.745547,0.745547,0.745547,0.315489
cg00866399,0.724354,0.142622,0.142622,0.142622,0.142622,0.142622,0.142622,0.142622,0.142622,0.142622,0.142622
cg00869530,0.501069,0.208323,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069
cg00872270,0.896174,0.896174,0.896174,0.896174,0.626496,0.896174,0.896174,0.896174,0.896174,0.896174,0.896174
cg00876273,0.240157,0.240157,0.240157,0.240157,0.544274,0.240157,0.240157,0.240157,0.240157,0.240157,0.240157
cg00894289,0.316374,0.316374,0.316374,0.316374,0.316374,0.316374,0.316374,0.316374,0.040554,0.316374,0.316374
cg00896370,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.352695
cg00899400,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.943416,0.83221
cg00899976,0.778193,0.544644,0.778193,0.778193,0.778193,0.778193,0.778193,0.778193,0.778193,0.778193,0.778193
cg00901138,0.785501,0.785501,0.785501,0.785501,0.785501,0.785501,0.785501,0.785501,0.785501,0.5666,0.375524
cg00903308,0.40280233333333343,0.40280233333333343,0.40280233333333343,0.40280233333333343,0.40280233333333343,0.40280233333333343,0.40280233333333343,0.097319,0.40280233333333343,0.677606,0.800341
cg00906476,0.282871,0.282871,0.282871,0.282871,0.282871,0.282871,0.282871,0.282871,0.608099,0.282871,0.282871
cg00906833,0.476318,0.832595,0.832595,0.832595,0.832595,0.832595,0.832595,0.832595,0.832595,0.832595,0.832595
cg00908189,0.426621,0.426621,0.426621,0.426621,0.037549,0.426621,0.426621,0.426621,0.426621,0.426621,0.426621
cg00908828,0.254885,0.5763375,0.5763375,0.5763375,0.5763375,0.5763375,0.5763375,0.5763375,0.5763375,0.875447,0.5763375
cg00908833,0.214705,0.214705,0.214705,0.214705,0.763077,0.214705,0.214705,0.214705,0.214705,0.214705,0.214705
cg00909401,0.625322,0.625322,0.625322,0.625322,0.625322,0.625322,0.625322,0.363679,0.625322,0.625322,0.625322
cg00918944,0.6907749999999999,0.6907749999999999,0.6907749999999999,0.6907749999999999,0.6907749999999999,0.6907749999999999,0.6907749999999999,0.367793,0.213444,0.6907749999999999,0.6907749999999999
cg00920572,0.168381,0.168381,0.168381,0.168381,0.168381,0.168381,0.168381,0.503431,0.168381,0.168381,0.168381
cg00921266,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.943416,0.83221
cg00934037,0.887149,0.227937,0.887149,0.887149,0.887149,0.887149,0.887149,0.887149,0.887149,0.887149,0.887149
cg00934987,0.828071,0.828071,0.828071,0.828071,0.828071,0.828071,0.828071,0.150338,0.828071,0.828071,0.828071
cg00942219,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.222858,0.569822,0.569822
cg00946187,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.105676,0.428682,0.428682
cg00948250,0.658971,0.658971,0.154834,0.658971,0.658971,0.355867,0.658971,0.658971,0.658971,0.658971,0.658971
cg00950846,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.409544
cg00950856,0.796089,0.796089,0.796089,0.796089,0.796089,0.796089,0.796089,0.796089,0.796089,0.796089,0.528719
cg00952516,0.823583,0.823583,0.823583,0.823583,0.823583,0.823583,0.823583,0.823583,0.823583,0.582077,0.823583
cg00957901,0.462578,0.462578,0.462578,0.462578,0.462578,0.462578,0.462578,0.462578,0.462578,0.912038,0.462578
cg00958884,0.537386,0.537386,0.537386,0.537386,0.537386,0.537386,0.537386,0.195959,0.537386,0.537386,0.537386
cg00963496,0.501069,0.208323,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069
cg00969405,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.755424,0.722646
cg00971747,0.195389,0.564413,0.564413,0.564413,0.564413,0.564413,0.564413,0.564413,0.564413,0.564413,0.564413
cg00971894,0.269861,0.067227,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861
cg00990740,0.7006013333333333,0.7006013333333333,0.7006013333333333,0.7006013333333333,0.7006013333333333,0.7006013333333333,0.7006013333333333,0.7006013333333333,0.02413,0.11854,0.126961
cg00994583,0.875078,0.492263,0.875078,0.875078,0.875078,0.875078,0.875078,0.875078,0.875078,0.875078,0.875078
cg00995324,0.642353,0.642353,0.642353,0.642353,0.642353,0.642353,0.642353,0.642353,0.642353,0.902828,0.642353
cg00998372,0.383873,0.077001,0.077001,0.077001,0.077001,0.077001,0.077001,0.077001,0.077001,0.077001,0.077001
cg01003197,0.339327,0.339327,0.339327,0.339327,0.339327,0.339327,0.339327,0.339327,0.339327,0.339327,0.540486
cg01007828,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.409544
cg01008405,0.258878,0.258878,0.258878,0.258878,0.258878,0.258878,0.258878,0.258878,0.258878,0.491377,0.258878
cg01017463,0.257488,0.257488,0.257488,0.257488,0.257488,0.257488,0.257488,0.257488,0.257488,0.499938,0.257488
cg01018437,0.799662,0.799662,0.799662,0.799662,0.075572,0.799662,0.799662,0.799662,0.799662,0.799662,0.799662
cg01025434,0.831398,0.096413,0.831398,0.831398,0.831398,0.831398,0.831398,0.831398,0.831398,0.831398,0.831398
cg01027532,0.2277185,0.2277185,0.662813,0.2277185,0.2277185,0.2277185,0.2277185,0.2277185,0.2277185,0.942615,0.2277185
cg01044293,0.466839,0.722865,0.722865,0.722865,0.722865,0.722865,0.722865,0.722865,0.722865,0.722865,0.722865
cg01046026,0.576365,0.576365,0.576365,0.576365,0.576365,0.576365,0.576365,0.576365,0.255857,0.576365,0.576365
cg01048195,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.085008
cg01062504,0.581246,0.581246,0.581246,0.581246,0.581246,0.581246,0.581246,0.581246,0.581246,0.935121,0.581246
cg01062834,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.090335,0.01967,0.43535999999999997,0.43535999999999997
cg01070987,0.29788366666666666,0.29788366666666666,0.29788366666666666,0.29788366666666666,0.29788366666666666,0.29788366666666666,0.29788366666666666,0.29788366666666666,0.60371,0.739072,0.716688
cg01074797,0.121996,0.840284,0.840284,0.840284,0.840284,0.840284,0.840284,0.840284,0.840284,0.840284,0.840284
cg01077501,0.884153,0.65448,0.884153,0.884153,0.884153,0.884153,0.884153,0.884153,0.884153,0.884153,0.884153
cg01084990,0.736473,0.736473,0.736473,0.736473,0.736473,0.736473,0.736473,0.392593,0.736473,0.736473,0.736473
cg01085165,0.5234416666666667,0.5234416666666667,0.5234416666666667,0.5234416666666667,0.5234416666666667,0.5234416666666667,0.5234416666666667,0.5234416666666667,0.817003,0.959071,0.897076
cg01089914,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.761939
cg01096587,0.896343,0.896343,0.896343,0.896343,0.896343,0.896343,0.896343,0.64331,0.896343,0.896343,0.896343
cg01098955,0.845977,0.845977,0.845977,0.845977,0.845977,0.845977,0.845977,0.845977,0.845977,0.845977,0.095202
cg01098959,0.6735055,0.334277,0.6735055,0.6735055,0.6735055,0.6735055,0.6735055,0.339371,0.6735055,0.6735055,0.6735055
cg01101510,0.501544,0.501544,0.501544,0.501544,0.501544,0.501544,0.501544,0.501544,0.09129,0.501544,0.501544
cg01107801,0.099601,0.348539,0.348539,0.348539,0.348539,0.348539,0.348539,0.348539,0.348539,0.348539,0.348539
cg01116568,0.382208,0.382208,0.382208,0.382208,0.382208,0.382208,0.382208,0.667092,0.382208,0.382208,0.382208
cg01127608,0.42627,0.42627,0.42627,0.42627,0.42627,0.42627,0.42627,0.42627,0.42627,0.42627,0.220848
cg01128850,0.471095,0.789144,0.789144,0.789144,0.789144,0.789144,0.789144,0.789144,0.789144,0.789144,0.789144
cg01129958,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.788075
cg01130792,0.46711,0.46711,0.46711,0.46711,0.46711,0.46711,0.46711,0.46711,0.065194,0.46711,0.46711
cg01142668,0.8337273333333334,0.314403,0.8337273333333334,0.8337273333333334,0.8337273333333334,0.8337273333333334,0.8337273333333334,0.227526,0.19333,0.8337273333333334,0.8337273333333334
cg01142721,0.796257,0.796257,0.796257,0.796257,0.796257,0.796257,0.796257,0.796257,0.796257,0.796257,0.531264
cg01143426,0.3098695,0.3098695,0.3098695,0.3098695,0.3098695,0.3098695,0.3098695,0.3098695,0.3098695,0.887365,0.667485
cg01147714,0.812997,0.812997,0.812997,0.812997,0.812997,0.812997,0.812997,0.812997,0.13454,0.812997,0.812997
cg01152019,0.14111,0.14111,0.14111,0.14111,0.14111,0.14111,0.14111,0.787162,0.627228,0.14111,0.14111
cg01158277,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.132862,0.36576949999999997,0.36576949999999997,0.738357,0.36576949999999997
cg01161138,0.8915845,0.548277,0.461463,0.8915845,0.8915845,0.8915845,0.8915845,0.8915845,0.8915845,0.8915845,0.8915845
cg01162378,0.813313,0.813313,0.813313,0.813313,0.813313,0.813313,0.813313,0.564174,0.813313,0.813313,0.813313
cg01174811,0.034005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.755346
cg01175550,0.653732,0.653732,0.653732,0.653732,0.653732,0.653732,0.653732,0.139112,0.16452,0.653732,0.653732
cg01176947,0.34514200000000006,0.34514200000000006,0.789992,0.34514200000000006,0.882272,0.827308,0.34514200000000006,0.34514200000000006,0.34514200000000006,0.34514200000000006,0.34514200000000006
cg01177167,0.12312300000000001,0.12312300000000001,0.12312300000000001,0.12312300000000001,0.12312300000000001,0.12312300000000001,0.12312300000000001,0.12312300000000001,0.12312300000000001,0.465711,0.498288
cg01179851,0.400254,0.400254,0.014951,0.400254,0.400254,0.400254,0.400254,0.400254,0.400254,0.400254,0.400254
cg01182683,0.638398,0.638398,0.638398,0.638398,0.638398,0.638398,0.393243,0.638398,0.638398,0.638398,0.638398
cg01185921,0.367119,0.367119,0.367119,0.367119,0.367119,0.367119,0.367119,0.367119,0.367119,0.367119,0.765127
cg01187562,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.085008
cg01191902,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.619032
cg01202150,0.407765,0.407765,0.407765,0.407765,0.407765,0.407765,0.407765,0.407765,0.407765,0.407765,0.624208
cg01208318,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.208891,0.007759
cg01217984,0.443078,0.443078,0.685333,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078
cg01218896,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.101262,0.253788
cg01223086,0.334665,0.334665,0.334665,0.334665,0.334665,0.334665,0.334665,0.020118,0.334665,0.334665,0.334665
cg01243371,0.1219595,0.1219595,0.1219595,0.1219595,0.1219595,0.1219595,0.1219595,0.369872,0.374981,0.1219595,0.1219595
cg01244944,0.195246,0.195246,0.195246,0.195246,0.195246,0.195246,0.195246,0.195246,0.195246,0.195246,0.397142
cg01246266,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.272446,0.142849
cg01246676,0.501069,0.208323,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069
cg01255417,0.199242,0.199242,0.495686,0.199242,0.618897,0.413816,0.199242,0.199242,0.199242,0.199242,0.199242
cg01255894,0.171799,0.171799,0.171799,0.171799,0.171799,0.171799,0.171799,0.171799,0.557085,0.171799,0.171799
cg01262865,0.504254,0.504254,0.504254,0.504254,0.504254,0.504254,0.504254,0.504254,0.504254,0.858186,0.816778
cg01271812,0.394799,0.394799,0.394799,0.394799,0.394799,0.394799,0.394799,0.009672,0.394799,0.394799,0.394799
cg01279662,0.914429,0.914429,0.914429,0.914429,0.914429,0.914429,0.914429,0.914429,0.697714,0.914429,0.914429
cg01285349,0.875148,0.875148,0.613796,0.875148,0.875148,0.875148,0.875148,0.875148,0.875148,0.875148,0.875148
cg01287505,0.828071,0.828071,0.828071,0.828071,0.828071,0.828071,0.828071,0.150338,0.828071,0.828071,0.828071
cg01290568,0.852088,0.852088,0.852088,0.852088,0.852088,0.852088,0.852088,0.852088,0.852088,0.852088,0.639954
cg01291088,0.44747950000000003,0.44747950000000003,0.44747950000000003,0.44747950000000003,0.44747950000000003,0.44747950000000003,0.44747950000000003,0.44747950000000003,0.44747950000000003,0.914973,0.923031
cg01292299,0.718517,0.718517,0.465458,0.718517,0.718517,0.718517,0.718517,0.718517,0.718517,0.718517,0.718517
cg01294058,0.463684,0.165047,0.463684,0.463684,0.463684,0.463684,0.463684,0.463684,0.463684,0.463684,0.463684
cg01301319,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.943416,0.83221
cg01302240,0.899812,0.899812,0.899812,0.899812,0.899812,0.899812,0.899812,0.899812,0.142239,0.899812,0.899812
cg01304894,0.779693,0.779693,0.779693,0.779693,0.779693,0.779693,0.779693,0.353331,0.779693,0.779693,0.779693
cg01305186,0.085965,0.085965,0.085965,0.085965,0.364731,0.085965,0.085965,0.085965,0.085965,0.085965,0.085965
cg01305539,0.772221,0.772221,0.772221,0.772221,0.772221,0.772221,0.772221,0.449792,0.772221,0.772221,0.772221
cg01306563,0.507625,0.507625,0.507625,0.507625,0.507625,0.507625,0.507625,0.507625,0.507625,0.853922,0.507625
cg01311995,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.222858,0.569822,0.569822
cg01323381,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.755424,0.722646
cg01340163,0.570991,0.570991,0.570991,0.570991,0.570991,0.570991,0.570991,0.570991,0.075007,0.570991,0.570991
cg01346158,0.8337273333333334,0.314403,0.8337273333333334,0.8337273333333334,0.8337273333333334,0.8337273333333334,0.8337273333333334,0.227526,0.19333,0.8337273333333334,0.8337273333333334
cg01351315,0.257933,0.727187,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933
cg01353538,0.81456,0.135843,0.81456,0.81456,0.81456,0.81456,0.81456,0.81456,0.81456,0.81456,0.81456
cg01353646,0.1468835,0.1468835,0.1468835,0.1468835,0.1468835,0.1468835,0.1468835,0.1468835,0.1468835,0.887276,0.924671
cg01356044,0.424572,0.424572,0.424572,0.424572,0.424572,0.424572,0.424572,0.424572,0.424572,0.424572,0.646809
cg01359274,0.745292,0.745292,0.745292,0.745292,0.745292,0.745292,0.745292,0.529791,0.745292,0.745292,0.745292
cg01360627,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.165727
cg01363324,0.292164,0.292164,0.292164,0.292164,0.292164,0.292164,0.292164,0.292164,0.588266,0.292164,0.292164
cg01364935,0.7837365000000001,0.7837365000000001,0.7837365000000001,0.7837365000000001,0.7837365000000001,0.7837365000000001,0.7837365000000001,0.7837365000000001,0.461885,0.7837365000000001,0.465719
cg01370449,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.755424,0.722646
cg01370805,0.46711,0.46711,0.46711,0.46711,0.46711,0.46711,0.46711,0.46711,0.065194,0.46711,0.46711
cg01379263,0.520889,0.520889,0.520889,0.520889,0.520889,0.520889,0.520889,0.319041,0.520889,0.520889,0.520889
cg01403058,0.690992,0.690992,0.690992,0.690992,0.690992,0.690992,0.690992,0.690992,0.381147,0.690992,0.690992
cg01405107,0.257933,0.727187,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933
cg01414185,0.14111,0.14111,0.14111,0.14111,0.14111,0.14111,0.14111,0.787162,0.627228,0.14111,0.14111
cg01418539,0.688096,0.33833,0.688096,0.688096,0.688096,0.688096,0.688096,0.688096,0.688096,0.688096,0.688096
cg01423964,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.131368
cg01424562,0.257488,0.257488,0.257488,0.257488,0.257488,0.257488,0.257488,0.257488,0.257488,0.499938,0.257488
cg01427362,0.048516,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303
cg01429256,0.380869,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689
cg01430218,0.272822,0.633252,0.272822,0.272822,0.272822,0.272822,0.272822,0.272822,0.272822,0.272822,0.272822
cg01432520,0.359197,0.700889,0.700889,0.700889,0.700889,0.700889,0.700889,0.700889,0.700889,0.700889,0.700889
cg01434349,0.053661,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243
cg01435178,0.566306,0.566306,0.566306,0.566306,0.153035,0.566306,0.566306,0.566306,0.566306,0.566306,0.566306
cg01437204,0.7105045000000001,0.7105045000000001,0.7105045000000001,0.7105045000000001,0.7105045000000001,0.7105045000000001,0.7105045000000001,0.7105045000000001,0.7105045000000001,0.276823,0.265637
cg01439670,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.085008
cg01442843,0.480303,0.480303,0.480303,0.480303,0.480303,0.480303,0.480303,0.480303,0.480303,0.480303,0.160668
cg01460360,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.380086
cg01461211,0.827656,0.827656,0.827656,0.827656,0.827656,0.827656,0.827656,0.827656,0.827656,0.827656,0.48249
cg01464052,0.269991,0.269991,0.269991,0.269991,0.269991,0.269991,0.269991,0.269991,0.269991,0.269991,0.526678
cg01469719,0.605585,0.35592,0.605585,0.605585,0.605585,0.605585,0.605585,0.605585,0.605585,0.605585,0.605585
cg01471111,0.283402,0.686161,0.686161,0.686161,0.686161,0.686161,0.686161,0.686161,0.686161,0.686161,0.686161
cg01473816,0.819686,0.819686,0.819686,0.819686,0.424378,0.819686,0.819686,0.819686,0.819686,0.819686,0.819686
cg01485157,0.605585,0.35592,0.605585,0.605585,0.605585,0.605585,0.605585,0.605585,0.605585,0.605585,0.605585
cg01513913,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.208891,0.007759
cg01518723,0.272246,0.272246,0.272246,0.272246,0.272246,0.272246,0.272246,0.272246,0.272246,0.898788,0.779246
cg01519261,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.066787,0.061381
cg01520586,0.777761,0.777761,0.777761,0.777761,0.777761,0.777761,0.777761,0.777761,0.29022,0.777761,0.777761
