IlmnID,CHR,MAPINFO
cg00030432,7,100028973
cg00030466,1,3147890
cg00030476,1,146642034
cg00030501,1,223181472
cg00030508,6,30139541
cg00030523,12,97885352
cg00030584,1,46988492
cg00030588,16,87100810
cg00030591,7,114060098
cg00030604,1,2379830
cg00030627,10,131811604
cg00030682,16,16175601
cg00030774,15,29432142
cg00030795,6,33422379
cg00030807,8,1786071
cg00030816,1,145507503
cg00030909,17,47112295
cg00030918,1,152679696
cg00030959,12,120340018
cg00031013,17,7757932
cg00031042,6,158254766
cg00031059,10,127854810
cg00031063,1,17303751
cg00031105,6,33166116
cg00031162,17,7453376
cg00031165,7,87258359
cg00031187,12,31522996
cg00031235,X,49124818
cg00031256,6,2842254
cg00031277,4,101943442
cg00031303,3,195681399
cg00031340,16,81130211
cg00031346,6,168478518
cg00031362,7,30384279
cg00031393,13,52263653
cg00031402,10,73612153
cg00031443,19,7599075
cg00031456,1,109234918
cg00031476,2,28114243
cg00031491,6,31837438
cg00031550,4,164172473
cg00031556,12,11508048
cg00031568,2,11679621
cg00031663,19,10654639
cg00031705,8,27947747
cg00031708,7,23051360
cg00031722,8,57361262
cg00031779,18,56296242
cg00031803,2,11527264
cg00031823,9,138915691
cg00031896,12,122020204
cg00031999,9,140953580
cg00032094,11,27883734
cg00032173,20,50792665
cg00032184,14,55832875
cg00032192,19,12818195
cg00032195,17,48946801
cg00032227,17,72772511
cg00032246,17,33913952
cg00032308,6,123107590
cg00032336,17,15902854
cg00032355,2,101815752
cg00032366,19,5692158
cg00032376,20,31315598
cg00032391,18,35157668
cg00032458,1,225650411
cg00032490,12,131402348
cg00032544,11,119680596
cg00032576,7,111709221
cg00032609,20,57606606
cg00032610,8,711063
cg00032637,2,228160708
cg00032643,1,3700679
cg00032661,3,46129520
cg00032664,3,125237437
cg00032666,X,149613397
cg00032703,11,102329513
cg00032716,15,41959765
cg00032756,12,45268998
cg00032789,3,49377368
cg00032805,4,165304472
cg00032852,7,132767131
cg00032879,1,2304263
cg00032884,2,48540670
cg00032912,15,96887528
cg00032923,19,3107298
cg00032956,3,49460004
cg00032959,16,71326878
cg00033066,6,84447299
cg00033102,1,28561994
cg00033127,1,99127445
cg00033155,2,110925417
cg00033165,4,169952113
cg00033191,14,72168849
cg00033202,4,123958981
cg00033209,16,3511786
cg00033213,8,144399334
cg00033215,10,7773344
cg00033220,18,3451605
cg00033304,3,185302691
cg00033334,12,123877319
cg00033371,19,4956785
cg00033396,10,48208807
cg00033440,12,47601951
cg00033450,4,25970374
cg00033457,8,74884506
cg00033490,7,87027886
cg00033533,9,35116374
cg00033551,16,4738567
cg00033580,1,46034264
cg00033584,3,44800748
cg00033623,8,1774134
cg00033643,7,134001900
cg00033666,15,96887042
cg00033668,12,15942560
cg00033678,1,221952059
cg00033703,15,63566254
cg00033706,12,110792698
cg00033732,X,131151413
cg00033748,10,15627055
cg00033750,15,77268893
cg00033773,19,12779365
cg00033806,8,143356112
cg00033818,13,99935882
cg00033826,17,27622745
cg00033834,10,135018843
cg00033877,13,113419844
cg00033909,7,9674901
cg00033915,19,7504568
cg00033950,22,30742503
cg00033992,11,65316533
cg00034003,16,88779145
cg00034019,6,42018227
cg00034039,9,74526265
cg00034076,8,85096036
cg00034078,16,84102803
cg00034101,1,40098594
cg00034130,11,3862930
cg00034154,19,10337162
cg00034221,8,25156943
cg00034241,6,13406446
cg00034257,5,101727057
cg00034300,3,171496416
cg00034316,9,97751138
cg00034336,2,8684125
cg00034338,6,143386397
cg00034360,12,49962677
cg00034376,2,64068958
cg00034407,6,62284298
cg00034409,15,48008809
cg00034416,1,155278723
cg00034425,6,30864247
cg00034433,1,224803836
cg00034468,1,229568076
cg00034555,19,14202330
cg00034556,M,6181
cg00034559,2,39892123
cg00034574,20,62397347
cg00034604,8,54787584
cg00034611,16,89229268
cg00034635,17,27301933
cg00034639,X,138529220
cg00034650,17,76987443
cg00034668,6,162531180
cg00034731,X,68348070
cg00034755,22,50918360
cg00034769,14,98444532
cg00034781,2,234400084
cg00034798,1,53982053
cg00034823,10,1172671
cg00034853,6,76802338
cg00035000,1,25255002
cg00035008,4,3147635
cg00035074,7,2701566
cg00035083,17,17450287
cg00035197,16,88962985
cg00035220,7,158197979
cg00035237,1,31538878
cg00035249,1,228270480
cg00035268,6,168225393
cg00035296,3,121288491
cg00035316,2,176993016
cg00035347,10,104953607
cg00035348,9,84027286
cg00035357,14,106360332
cg00035389,7,148844257
cg00035398,7,158656619
cg00035449,6,169539645
cg00035452,16,88018555
cg00035453,12,46122354
cg00035505,11,57415653
cg00035526,3,2396809
cg00035583,1,96116446
cg00035608,19,37288449
cg00035623,19,55919835
cg00035630,11,33036663
cg00035636,13,21900590
cg00035673,6,33287503
cg00035689,22,43671761
cg00035812,2,204193377
cg00035847,1,29557015
cg00035864,Y,8553008
cg00035869,6,170462468
cg00035877,2,60792521
cg00035889,4,38689909
cg00035923,7,1104034
cg00035934,1,246269930
cg00035937,7,91874084
cg00035945,4,75859211
cg00035969,1,112159096
cg00035980,13,113600331
cg00036011,6,26271717
cg00036045,X,49945416
cg00036110,1,40146659
cg00036114,3,160116950
cg00036115,12,69080591
cg00036119,16,7277832
cg00036137,19,56688438
cg00036171,17,49119822
cg00036258,16,4029217
cg00036263,1,245852352
cg00036272,1,29706234
cg00036279,8,101245316
cg00036299,16,10277504
cg00036324,10,134693666
cg00036328,12,123465815
cg00036347,1,151811922
cg00036352,8,144636447
cg00036369,3,63988377
cg00036386,2,74691991
cg00036408,17,79316840
cg00036440,16,3507874
cg00036534,9,71789079
cg00036558,5,153967169
cg00036570,2,234384318
cg00036585,6,164441130
cg00036588,20,35275709
cg00036599,1,150252073
cg00036614,7,47093841
cg00036619,4,141196870
cg00036656,9,91004598
cg00036664,4,185938302
cg00036710,2,230877196
cg00036723,17,32688877
cg00036732,10,102767506
cg00036871,2,220436893
cg00036963,9,138083385
cg00036976,16,85343280
cg00036984,16,14294209
cg00037013,2,219722535
cg00037026,8,92477558
cg00037035,13,19115002
cg00037058,2,178977340
cg00037117,X,44730717
cg00037131,5,134915079
cg00037153,3,128216698
cg00037186,16,66959401
cg00037187,12,6713880
cg00037188,3,62248773
cg00037223,16,29821823
cg00037314,19,14274038
cg00037317,11,101213165
cg00037376,5,71552762
cg00037388,2,54951306
cg00037400,16,89642612
cg00037406,19,835146
cg00037419,1,109222297
cg00037441,6,117198427
cg00037450,21,45527028
cg00037457,17,59531743
cg00037458,11,130296850
cg00037535,2,196116924
cg00037614,4,157564743
cg00037635,12,65672727
cg00037671,20,4070555
cg00037681,12,47610370
cg00037728,10,5803138
cg00037755,15,81467320
cg00037763,18,42281762
cg00037791,1,243300534
cg00037806,7,88029970
cg00037856,3,127633626
cg00037930,13,113445869
cg00037940,3,138479284
cg00037952,10,104535275
cg00037986,6,107020350
cg00038020,1,223575792
cg00038038,1,176522317
cg00038046,10,52083866
cg00038131,1,145213337
cg00038167,19,7598437
cg00038193,12,123498507
cg00038233,11,123899064
cg00038239,17,42090465
cg00038298,3,49235032
cg00038342,2,1651129
cg00038358,17,13210610
cg00038376,5,77165146
cg00038436,16,4323540
cg00038446,1,172635667
cg00038450,8,42135384
cg00038503,4,122060991
cg00038584,19,17933299
cg00038590,3,29709959
cg00038623,9,5230604
cg00038665,4,128798825
cg00038675,1,152853542
cg00038681,3,77517921
cg00038688,1,149879837
cg00038736,19,38877133
cg00038760,3,158910257
cg00038791,5,133473625
cg00038857,17,32645752
cg00038877,1,227172603
cg00038997,6,33840210
cg00039016,16,87421583
cg00039044,4,83351857
cg00039048,21,16423362
cg00039057,22,30162509
cg00039070,7,133167056
cg00039129,6,166100250
cg00039142,21,47570431
cg00039147,17,35194627
cg00039170,3,18480380
cg00039173,1,48519570
cg00039176,5,140753075
cg00039177,6,33385849
cg00039180,9,122060323
cg00039279,17,72866821
cg00039326,1,36615844
cg00039328,X,100991851
cg00039385,19,4558557
cg00039441,2,176957472
cg00039452,8,16972353
cg00039463,16,3931488
cg00039478,16,2347503
cg00039480,17,19620266
cg00039490,1,5434535
cg00039505,16,85855179
cg00039564,7,27780591
cg00039593,5,15774447
cg00039627,2,239143215
cg00039649,3,120068203
cg00039662,3,114759880
cg00039672,5,148592330
cg00039734,8,139473040
cg00039793,10,120925307
cg00039794,2,109403367
cg00039795,16,86351005
cg00039840,3,22304455
cg00039845,14,76501444
cg00039864,5,177950665
cg00039913,3,33033379
cg00039936,19,50267880
cg00039945,1,202243697
cg00039998,8,133069360
cg00040007,15,41222275
cg00040008,4,166128393
cg00040013,1,249168472
cg00040027,2,172747481
cg00040047,2,162021001
cg00040103,2,46040235
cg00040278,16,8961317
cg00040288,2,1623951
cg00040312,12,54424678
cg00040322,2,11240640
cg00040367,1,169337475
cg00040380,1,153963106
cg00040393,2,38912336
cg00040423,6,30293950
cg00040426,9,138413252
cg00040427,19,14044196
cg00040446,1,40367964
cg00040455,X,30326675
cg00040466,6,168918596
cg00040486,8,123790742
cg00040504,12,90327060
cg00040530,2,242835363
cg00040566,10,131637098
cg00040569,19,44438812
cg00040575,22,18506179
cg00040588,1,1290711
cg00040590,22,17897984
cg00040592,5,145317424
cg00040646,12,69979076
cg00040659,20,58361821
cg00040663,2,162565583
cg00040688,11,94861427
cg00040708,3,49838626
cg00040738,1,31632793
cg00040744,1,101841919
cg00040749,2,62556078
cg00040761,9,15502597
cg00040781,20,3851990
cg00040825,19,19505974
cg00040837,1,236081096
cg00040861,19,2328390
cg00040862,2,1416888
cg00040873,16,2009156
cg00040923,X,100806879
cg00040934,1,207641062
cg00040945,15,83680530
cg00040986,1,156956638
cg00041014,1,52498043
cg00041030,14,91694671
cg00041047,19,49828628
cg00041053,19,56057385
cg00041079,4,152403600
cg00041083,16,4424147
cg00041084,5,64398982
cg00041270,4,26016796
cg00041311,16,48402111
cg00041328,17,3749805
cg00041368,18,3879130
cg00041401,1,114414407
cg00041515,8,22844614
cg00041564,17,9809186
cg00041575,11,2322740
cg00041585,3,107886620
cg00041599,5,176240037
cg00041636,15,78953681
cg00041641,1,151024613
cg00041666,6,152702329
cg00041759,11,66024940
cg00041829,2,7870746
cg00041865,5,14904422
cg00041872,1,46632689
cg00041873,7,99138982
cg00041898,8,143358425
cg00041901,6,109703808
cg00041903,19,33372952
cg00041935,9,101559456
cg00041980,6,155650985
cg00041989,17,55828037
cg00041995,18,12686390
cg00041996,14,51180833
cg00042059,2,55087587
cg00042073,12,113608535
cg00042079,21,46151451
cg00042080,14,36139054
cg00042081,6,127475732
cg00042144,1,209958034
cg00042156,10,42970841
cg00042186,2,47748838
cg00042199,5,33276145
cg00042205,10,129720591
cg00042208,5,173044349
cg00042244,6,36803082
cg00042252,2,26079447
cg00042254,1,46019962
cg00042263,2,118503395
cg00042325,7,150104654
cg00042335,10,70587153
cg00042341,2,28789984
cg00042356,1,8021961
cg00042409,3,113232967
cg00042419,22,32879151
cg00042433,22,48974454
cg00042467,18,47003169
cg00042478,5,14710789
cg00042489,1,227072160
cg00042568,3,14987938
cg00042637,8,134308783
cg00042650,19,38074444
cg00042654,2,170199707
cg00042683,15,45487474
cg00042688,X,41331271
cg00042733,21,35006013
cg00042736,11,78251474
cg00042810,19,52150699
cg00042837,17,37028649
cg00042854,22,30598275
cg00042874,17,40830165
cg00042881,7,14887227
cg00042882,7,100796808
cg00042896,1,56534707
cg00042902,X,100663563
cg00042904,X,62654765
cg00042914,18,24446310
cg00042969,19,40882391
cg00042994,20,36354110
cg00043004,16,2030891
cg00043005,19,2227428
cg00043043,7,92154717
cg00043069,15,68711015
cg00043076,4,8443776
cg00043080,19,40853154
cg00043088,1,51798302
cg00043095,2,223289276
cg00043234,15,80324491
cg00043265,14,55738960
cg00043284,17,77955341
cg00043324,1,247195816
cg00043347,1,24613065
cg00043361,8,6456450
cg00043364,5,133916104
cg00043371,17,71188424
cg00043379,11,69634239
cg00043405,19,35654248
cg00043430,9,102668154
cg00043444,6,134384705
cg00043510,1,235814133
cg00043524,6,169951953
cg00043564,7,101005831
cg00043591,7,156874859
cg00043599,1,45274599
cg00043664,14,62357431
cg00043673,18,46002112
cg00043771,16,49958025
cg00043784,2,64438039
cg00043788,20,25062753
cg00043790,1,6093971
cg00043792,10,26219303
cg00043800,2,74612143
cg00043819,4,185942528
cg00043905,18,60280312
cg00043949,6,169900950
cg00044050,16,11439709
cg00044052,5,107817152
cg00044095,17,43971891
cg00044097,2,106055152
cg00044103,12,53565450
cg00044107,6,75795066
cg00044143,1,145579431
cg00044170,12,2986347
cg00044179,22,23492228
cg00044210,7,154390802
cg00044245,6,94128888
cg00044249,15,90768541
cg00044289,12,121019602
cg00044299,18,24126360
cg00044318,19,34988750
cg00044323,10,114867227
cg00044354,1,67389883
cg00044372,16,85070824
cg00044430,16,71757041
cg00044440,5,138671448
cg00044448,17,36765426
cg00044463,1,184006932
cg00044466,16,15238524
cg00044488,7,158334455
cg00044497,18,66444463
cg00044501,12,48719776
cg00044505,8,48649085
cg00044545,21,43107319
cg00044551,13,25185218
cg00044638,7,151447592
cg00044665,16,66400410
cg00044729,22,40290975
cg00044757,11,64852993
cg00044796,1,146552389
cg00044807,20,61184163
cg00044848,13,80092282
cg00044871,13,25945810
cg00044950,6,31855392
cg00044968,11,116644100
cg00044995,19,408682
cg00045008,1,203069386
cg00045016,12,53847513
cg00045025,3,71295334
cg00045034,X,48937891
cg00045061,8,59571436
cg00045070,1,55504648
cg00045114,1,172674158
cg00045118,8,93076176
cg00045163,5,150857187
cg00045164,7,16845032
cg00045190,6,33216611
cg00045227,11,56467943
cg00045248,14,24654710
cg00045273,3,197119862
cg00045275,1,43389642
cg00045303,21,37432619
cg00045357,5,138750110
cg00045416,3,156870078
cg00045439,4,107238124
cg00045515,20,35723331
cg00045592,1,160714298
cg00045607,1,161039689
cg00045689,1,236017184
cg00045690,6,32825896
cg00045712,8,105211761
cg00045748,22,42908795
cg00045753,9,123630544
cg00045762,5,167181761
cg00045763,5,111093618
cg00045785,2,62326968
cg00045787,16,69318026
cg00045900,8,144892463
cg00045902,10,134222217
cg00045910,10,23466069
cg00045967,9,140499973
cg00046018,1,202318085
cg00046026,20,61950760
cg00046041,16,21531502
cg00046073,6,15401038
cg00046099,X,54556442
cg00046105,1,233112526
cg00046156,5,2109784
cg00046227,5,139401359
cg00046336,2,118617229
cg00046347,10,134116556
cg00046410,1,35581061
cg00046423,20,48065677
cg00046432,3,121289113
cg00046499,3,154146182
cg00046501,20,4224943
cg00046537,5,134210706
cg00046539,1,6538630
cg00046560,15,101835623
cg00046571,11,77671193
cg00046575,8,130984185
cg00046623,8,52320262
cg00046625,1,66258759
cg00046710,9,140135482
cg00046726,5,61607443
cg00046744,12,12418544
cg00046774,7,7576286
cg00046802,9,130460674
cg00046815,12,75723856
cg00046819,9,71614973
cg00046877,22,19702663
cg00046899,13,97777689
cg00046913,16,1877149
cg00046914,1,1299722
cg00046977,11,60524477
cg00046981,1,16056091
cg00046991,17,30906422
cg00047003,14,65689710
cg00047030,2,172414035
cg00047050,11,107879430
cg00047052,4,189578841
cg00047079,13,79188974
cg00047081,5,73481747
cg00047117,10,21817046
cg00047162,18,15000433
cg00047185,19,54196848
cg00047222,19,21687087
cg00047287,22,51016898
cg00047338,17,79414733
cg00047443,11,123077775
cg00047466,19,4259009
cg00047469,9,116172567
cg00047501,2,201680859
cg00047512,16,11559371
cg00047532,6,42882405
cg00047553,6,33090303
cg00047657,10,70639625
cg00047667,4,41202561
cg00047683,16,72034121
cg00047694,16,86377052
cg00047749,6,96645059
cg00047753,17,8244935
cg00047800,3,152106671
cg00047815,22,45311500
cg00047843,12,83321411
cg00047844,17,77752441
cg00047845,3,147877707
cg00047873,1,9656918
cg00047941,11,60783476
cg00048066,12,124239685
cg00048078,15,77348405
cg00048079,5,99980181
cg00048134,21,34217568
cg00048149,12,26472527
cg00048178,6,13488256
cg00048234,3,33789505
cg00048370,6,164506938
cg00048381,1,154587506
cg00048420,2,242254066
cg00048436,5,32709070
cg00048458,19,39034306
cg00048525,2,178188026
cg00048584,14,64340897
cg00048586,2,107281363
cg00048697,4,56459254
cg00048705,6,170563325
cg00048743,5,140782366
cg00048746,17,42976843
cg00048759,7,99775421
cg00048764,14,66212697
cg00048823,14,20923260
cg00048832,5,161274630
cg00048838,6,27806470
cg00048842,12,72473583
cg00048905,10,671212
cg00048983,22,40446587
cg00049004,1,144836549
cg00049033,16,49317079
cg00049047,5,37838424
cg00049066,2,17266142
cg00049102,13,72420298
cg00049156,1,93643902
cg00049220,19,51289958
cg00049253,1,231473540
cg00049286,2,120436656
cg00049323,5,472563
cg00049380,16,84166873
cg00049382,13,34250984
cg00049400,1,119575741
cg00049411,17,43210102
cg00049440,9,73026642
cg00049502,12,112280970
cg00049528,11,122013066
cg00049533,12,50032472
cg00049537,4,57982537
cg00049545,18,61260314
cg00049582,2,110405707
cg00049595,6,41650635
cg00049616,13,100308185
cg00049638,8,6312712
cg00049664,16,66613333
cg00049674,3,123058534
cg00049691,1,149862132
cg00049709,1,3057809
cg00049718,1,115300558
cg00049729,5,55776344
cg00049868,2,11245406
cg00049883,16,5554272
cg00049892,6,132162772
cg00049903,2,30364958
cg00049914,6,42952032
cg00049947,7,5821312
cg00049960,3,38995278
cg00049973,17,58603596
cg00049981,9,6908355
cg00050034,3,121468734
cg00050133,4,178167582
cg00050152,5,180479828
cg00050224,17,78327955
cg00050247,6,33216584
cg00050250,2,135604451
cg00050271,16,81743880
cg00050284,10,13966742
cg00050289,17,62550867
cg00050294,1,2886817
cg00050312,17,64299064
cg00050336,4,15377964
cg00050342,18,61162047
cg00050375,6,43404827
cg00050402,7,55073021
cg00050416,8,49621387
cg00050440,1,23571134
cg00050482,16,73207212
cg00050496,12,110211700
cg00050505,5,115724502
cg00050555,16,2587650
cg00050590,18,61637440
cg00050611,X,9644532
cg00050618,16,27414417
cg00050625,11,123300870
cg00050629,22,19132452
cg00050654,4,4576492
cg00050692,2,25524876
cg00050697,18,35098881
cg00050703,2,208320472
cg00050792,13,110804726
cg00050872,7,128092223
cg00050898,1,205562969
cg00050938,3,50296099
cg00050984,2,210288966
cg00051022,17,2264241
cg00051068,20,10655609
cg00051154,2,237079098
cg00051163,5,14260249
cg00051179,5,161274694
cg00051200,22,43637193
cg00051275,11,102493186
cg00051307,5,72524192
cg00051371,7,75442677
cg00051404,7,5670502
cg00051443,6,159496072
cg00051483,7,150211810
cg00051510,6,41338081
cg00051546,2,233388900
cg00051590,6,31759485
cg00051595,6,31789984
cg00051623,11,104907028
cg00051629,7,41599200
cg00051662,10,96521085
cg00051704,22,21353808
cg00051762,2,47296181
cg00051782,3,193859209
cg00051818,7,66367657
cg00051885,3,51813335
cg00051952,X,153605298
cg00051979,10,95462160
cg00052046,20,3213681
cg00052131,18,12098228
cg00052225,12,15783052
cg00052246,3,71106251
cg00052290,10,89578071
cg00052385,8,134580579
cg00052422,3,41240986
cg00052433,16,87447277
cg00052459,10,1425943
cg00052472,20,46116224
cg00052482,1,151226138
cg00052487,11,17516521
cg00052517,12,123728702
cg00052550,2,238969456
cg00052561,19,11708536
cg00052574,16,5288692
cg00052578,3,132843564
cg00052588,16,89672138
cg00052626,1,15850841
cg00052651,6,155981644
cg00052665,17,9941094
cg00052684,6,35694244
cg00052692,12,122442862
cg00052723,4,790013
cg00052772,6,33245803
cg00052836,11,47171779
cg00052853,3,107645033
cg00052865,11,74581482
cg00052903,12,11422896
cg00052925,16,87868864
cg00052932,2,190539777
cg00052964,2,85135822
cg00052970,2,231372248
cg00052976,4,16171889
